Accession,Release_Date,Species,Length,Nuc_Completeness
NC_031102,2016-09-23T00:00:00Z,Mycobacterium phage Sneeze,42429,complete
NC_031103,2016-09-23T00:00:00Z,Escherichia phage vB_EcoM-UFV13,165772,complete
NC_031104,2016-09-23T00:00:00Z,Pseudomonas phage vB_PaeP_MAG4,72979,complete
NC_031105,2016-09-23T00:00:00Z,Rosavirus B,8938,complete
NC_031106,2016-09-23T00:00:00Z,Rosavirus C,9112,complete
NC_031107,2016-09-23T00:00:00Z,Erwinia virus Asesino,246290,complete
NC_031108,2016-09-23T00:00:00Z,Propionibacterium phage PFR2,39640,complete
NC_031109,2016-09-23T00:00:00Z,Gordonia virus Jumbo,78302,complete
NC_031110,2016-09-23T00:00:00Z,Pseudomonas virus phiMK,93129,complete
NC_031111,2016-09-23T00:00:00Z,Mycobacterium phage Gompeii16,53623,complete
NC_031112,2016-09-23T00:00:00Z,Gordonia phage Phinally,59265,complete
NC_031113,2016-09-23T00:00:00Z,Escherichia phage Gluttony,44513,complete
NC_031114,2016-09-23T00:00:00Z,Escherichia virus 64795ec1,39235,complete
NC_031115,2016-09-23T00:00:00Z,Morganella virus MP2,39616,complete
NC_031116,2016-09-23T00:00:00Z,Bacillus phage Zuko,163345,complete
NC_031117,2016-09-23T00:00:00Z,Acinetobacter virus LZ35,44885,complete
NC_031118,2016-09-23T00:00:00Z,Gordonia phage CarolAnn,54167,complete
NC_031119,2016-09-23T00:00:00Z,Propionibacterium phage Enoki,29347,complete
NC_031120,2016-09-23T00:00:00Z,Erwinia phage vB_EamM_Caitlin,241147,complete
NC_031121,2016-09-23T00:00:00Z,Bacillus phage Aurora,25908,complete
NC_031122,2016-09-23T00:00:00Z,Gordonia virus Eyre,44929,complete
NC_031123,2016-09-23T00:00:00Z,Citrobacter virus SH3,39444,complete
NC_031124,2016-09-23T00:00:00Z,Mycobacterium phage Gardann,76012,complete
NC_031125,2016-09-23T00:00:00Z,Lactobacillus phage PLE3,41005,complete
NC_031126,2016-09-23T00:00:00Z,Erwinia phage vB_EamM_ChrisDB,244840,complete
NC_031127,2016-09-23T00:00:00Z,Erwinia phage vB_EamM_Huxley,240761,complete
NC_031128,2016-09-23T00:00:00Z,Salmonella virus PM10,158081,complete
NC_031129,2016-09-23T00:00:00Z,Salmonella virus SJ46,103445,complete
NC_031130,2016-09-23T00:00:00Z,Cannabis cryptic virus,2266,complete
NC_031134,2016-09-23T00:00:00Z,Cannabis cryptic virus,2397,complete
NC_031135,2016-09-23T00:00:00Z,Huangpi Tick Virus 1,11823,complete
NC_031136,2016-09-23T00:00:00Z,Huangpi Tick Virus 1,4675,complete
NC_031137,2016-09-23T00:00:00Z,Huangpi Tick Virus 1,1969,complete
NC_031138,2016-09-23T00:00:00Z,Huangpi Tick Virus 2,6441,complete
NC_031139,2016-09-23T00:00:00Z,Huangpi Tick Virus 2,3568,complete
NC_031140,2016-09-23T00:00:00Z,Huangpi Tick Virus 2,1709,complete
NC_031141,2016-09-23T00:00:00Z,Strider striwavirus,12229,complete
NC_031142,2016-09-23T00:00:00Z,Strider striwavirus,4193,complete
NC_031143,2016-09-23T00:00:00Z,Strider striwavirus,2171,complete
NC_030901,2016-09-19T00:00:00Z,Gordonia virus ClubL,92618,complete
NC_030902,2016-09-19T00:00:00Z,Gordonia phage GMA1,41207,complete
NC_030903,2016-09-19T00:00:00Z,Bacillus virus SPG24,152069,complete
NC_030904,2016-09-19T00:00:00Z,Bacillus phage vB_BhaS-171,38975,complete
NC_030905,2016-09-19T00:00:00Z,Gordonia virus Woes,73752,complete
NC_030906,2016-09-19T00:00:00Z,Gordonia virus GMA6,83324,complete
NC_030907,2016-09-19T00:00:00Z,Gordonia phage GMA5,17562,complete
NC_030908,2016-09-19T00:00:00Z,Pseudomonas phage JBD69,36938,complete
NC_030909,2016-09-19T00:00:00Z,Pseudomonas phage YMC11/07/P54_PAE_BP,50183,complete
NC_030910,2016-09-19T00:00:00Z,Pseudomonas phage K5,93754,complete
NC_030911,2016-09-19T00:00:00Z,Gordonia virus Vendetta,45858,complete
NC_030912,2016-09-19T00:00:00Z,Gordonia phage McGonagall,17119,complete
NC_030913,2016-09-19T00:00:00Z,Gordonia virus Wizard,58308,complete
NC_030914,2016-09-19T00:00:00Z,Gordonia virus Kvothe,75462,complete
NC_030915,2016-09-19T00:00:00Z,Gordonia virus Orchid,80650,complete
NC_030916,2016-09-19T00:00:00Z,Tsukamurella phage TPA4,56212,complete
NC_030917,2016-09-19T00:00:00Z,Gordonia virus OneUp,93577,complete
NC_030918,2016-09-19T00:00:00Z,Pseudomonas phage JBD93,36629,complete
NC_030919,2016-09-19T00:00:00Z,Salmonella phage 118970_sal4,42418,complete
NC_030920,2016-09-19T00:00:00Z,Bacillus phage Eldridge,165868,complete
NC_030921,2016-09-19T00:00:00Z,Gordonia phage Utz,49768,complete
NC_030922,2016-09-19T00:00:00Z,Mamastrovirus 1,6673,complete
NC_030923,2016-09-19T00:00:00Z,Pseudomonas virus C171,45417,complete
NC_030924,2016-09-19T00:00:00Z,Gordonia virus Monty,75680,complete
NC_030925,2016-09-19T00:00:00Z,Bacillus virus Shbh1,138081,complete
NC_030926,2016-09-19T00:00:00Z,Jasmine virus C,8506,complete
NC_030927,2016-09-19T00:00:00Z,Gordonia virus Vendetta,45858,complete
NC_030929,2016-09-19T00:00:00Z,Pseudomonas phage JBD44,49033,complete
NC_030930,2016-09-19T00:00:00Z,Gordonia virus Bowser,46570,complete
NC_030931,2016-09-19T00:00:00Z,Pseudomonas phage phi2,41871,complete
NC_030932,2016-09-19T00:00:00Z,Gordonia virus Gsput1,43505,complete
NC_030933,2016-09-19T00:00:00Z,Staphylococcus virus Stau2,133798,complete
NC_030934,2016-09-19T00:00:00Z,Pseudomonas virus KIL4,90552,complete
NC_030935,2016-09-19T00:00:00Z,Gordonia phage GRU3,17727,complete
NC_030936,2016-09-19T00:00:00Z,Gordonia virus Bachita,93843,complete
NC_030938,2016-09-19T00:00:00Z,Rosellinia necatrix betaendornavirus 1,9639,complete
NC_030939,2016-09-19T00:00:00Z,Gordonia phage GMA4,45537,complete
NC_030940,2016-09-19T00:00:00Z,Pseudomonas virus phi3,32637,complete
NC_030941,2016-09-19T00:00:00Z,Gordonia virus Cozz,46600,complete
NC_030942,2016-09-19T00:00:00Z,Gordonia virus Britbrat,55524,complete
NC_030943,2016-09-19T00:00:00Z,Gordonia phage Blueberry,54990,complete
NC_030944,2016-09-19T00:00:00Z,Gordonia virus Demosthenes,74073,complete
NC_030945,2016-09-19T00:00:00Z,Bacillus phage BalMu-1,39873,complete
NC_030946,2016-09-19T00:00:00Z,Streptococcus phage phiARI0923,33477,complete
NC_030947,2016-09-19T00:00:00Z,Clostridium phage phiCT19406B,38243,complete
NC_030948,2016-09-19T00:00:00Z,Ralstonia phage RSP15,167619,complete
NC_030949,2016-09-19T00:00:00Z,Clostridium phage phiCTC2A,47020,complete
NC_030950,2016-09-19T00:00:00Z,Clostridium phage phiCT19406A,47020,complete
NC_030951,2016-09-19T00:00:00Z,Clostridium phage phiCTC2B,38243,complete
NC_030884,2016-09-12T00:00:00Z,Sulfolobus islandicus rudivirus 3,32995,complete
NC_030886,2016-09-12T00:00:00Z,Rousettus bat coronavirus GCCDC1,30161,complete
NC_030887,2016-09-12T00:00:00Z,Common bean-associated gemycircularvirus,2220,complete
NC_030888,2016-09-12T00:00:00Z,Sclerotium hydrophilum virus 1,2121,complete
NC_030889,2016-09-12T00:00:00Z,Arabidopsis halleri partitivirus 1,1959,complete
NC_030890,2016-09-12T00:00:00Z,Arabidopsis halleri partitivirus 1,1763,complete
NC_030891,2016-09-12T00:00:00Z,Sclerotium hydrophilum virus 1,1953,complete
NC_030860,2016-09-09T00:00:00Z,Bat mastadenovirus D,29581,complete
NC_030861,2016-09-09T00:00:00Z,Fusarium poae mitovirus 1,2397,complete
NC_030862,2016-09-09T00:00:00Z,Fusarium poae mitovirus 2,2414,complete
NC_030863,2016-09-09T00:00:00Z,Fusarium poae mitovirus 3,2718,complete
NC_030864,2016-09-09T00:00:00Z,Fusarium poae mitovirus 4,2387,complete
NC_030865,2016-09-09T00:00:00Z,Fusarium poae narnavirus 1,2297,complete
NC_030866,2016-09-09T00:00:00Z,Fusarium poae narnavirus 2,2054,complete
NC_030867,2016-09-09T00:00:00Z,Fusarium poae victorivirus 1,5124,complete
NC_030868,2016-09-09T00:00:00Z,Fusarium poae fusarivirus 1,6379,complete
NC_030869,2016-09-09T00:00:00Z,Fusarium poae mycovirus 1,9148,complete
NC_030870,2016-09-09T00:00:00Z,Fusarium poae mycovirus 2,4224,complete
NC_030871,2016-09-09T00:00:00Z,Fusarium poae negative-stranded virus 1,7747,complete
NC_030872,2016-09-09T00:00:00Z,Fusarium poae negative-stranded virus 2,6608,complete
NC_030873,2016-09-09T00:00:00Z,Carnivore bocaparvovirus 6,5224,complete
NC_030874,2016-09-09T00:00:00Z,Bat mastadenovirus E,29162,complete
NC_030875,2016-09-09T00:00:00Z,Sophora japonica powdery mildew-associated partitivirus,1955,complete
NC_030876,2016-09-09T00:00:00Z,Sophora japonica powdery mildew-associated partitivirus,1918,complete
NC_030877,2016-09-09T00:00:00Z,Fusarium poae virus 1,2231,complete
NC_030878,2016-09-09T00:00:00Z,Fusarium poae partitivirus 2,2403,complete
NC_030879,2016-09-09T00:00:00Z,Fusarium poae partitivirus 2,2413,complete
NC_030880,2016-09-09T00:00:00Z,Fusarium poae alternavirus 1,2496,complete
NC_030881,2016-09-09T00:00:00Z,Fusarium poae alternavirus 1,2482,complete
NC_030882,2016-09-09T00:00:00Z,Fusarium poae virus 1,2431,complete
NC_030883,2016-09-09T00:00:00Z,Fusarium poae alternavirus 1,3559,complete
NC_030837,2016-08-29T00:00:00Z,Sea otter parvovirus 1,4639,complete
NC_030838,2016-08-29T00:00:00Z,Sparus aurata polyomavirus 1,7299,complete
NC_030839,2016-08-29T00:00:00Z,Alefpapillomavirus 1,5748,complete
NC_030840,2016-08-29T00:00:00Z,Coccinia mottle virus,9778,complete
NC_030841,2016-08-29T00:00:00Z,Wabat virus,12162,complete
NC_030842,2016-08-29T00:00:00Z,Frog virus 3,115510,complete
NC_030843,2016-08-29T00:00:00Z,Washington bat picornavirus,8946,complete
NC_030844,2016-08-29T00:00:00Z,Bat tymo-like virus,6434,complete
NC_030845,2016-08-29T00:00:00Z,Egaro virus,4268,complete
NC_030846,2016-08-29T00:00:00Z,Duwamo virus,4388,complete
NC_030847,2016-08-29T00:00:00Z,Barbacena virus Y,9837,complete
NC_030848,2016-08-29T00:00:00Z,Haloarcula virus HCIV1,31314,complete
NC_030792,2016-08-24T00:00:00Z,Equine mastadenovirus A,32690,complete
NC_030793,2016-08-24T00:00:00Z,Bovine calicivirus strain Kirklareli,7484,complete
NC_030794,2016-08-24T00:00:00Z,Callistephus mottle virus,9859,complete
NC_030795,2016-08-24T00:00:00Z,Deltapapillomavirus 4,7961,complete
NC_030796,2016-08-24T00:00:00Z,Dyokappapapillomavirus 3,7527,complete
NC_030797,2016-08-24T00:00:00Z,Xipapillomavirus 4,7402,complete
NC_030798,2016-08-24T00:00:00Z,Dyokappapapillomavirus 4,7282,complete
NC_030799,2016-08-24T00:00:00Z,Dyoxipapillomavirus 2,7253,complete
NC_030800,2016-08-24T00:00:00Z,Bos taurus papillomavirus 20,7277,complete
NC_030801,2016-08-24T00:00:00Z,Dyoxipapillomavirus 2,7149,complete
NC_030791,2016-08-19T00:00:00Z,Hepacivirus C,9443,complete
NC_030742,2016-08-16T00:00:00Z,Gompholobium virus A,3935,complete
NC_030743,2016-08-16T00:00:00Z,Brejeira virus,9863,complete
NC_030744,2016-08-16T00:00:00Z,Picornavirales Tottori-HG1,9868,complete
NC_030745,2016-08-16T00:00:00Z,Husa-like virus KS-2016a,9224,complete
NC_030746,2016-08-16T00:00:00Z,Senna mosaic virus,6775,complete
NC_030747,2016-08-16T00:00:00Z,Alternaria arborescens mitovirus 1,2506,complete
NC_030748,2016-08-16T00:00:00Z,Senna leaf curl virus,2742,complete
NC_030749,2016-08-16T00:00:00Z,Malvastrum yellow vein Honghe virus,2740,complete
NC_030750,2016-08-16T00:00:00Z,Insect wuhivirus,6515,complete
NC_030751,2016-08-16T00:00:00Z,Insect wuhivirus,1700,complete
NC_030752,2016-08-16T00:00:00Z,Insect wuhivirus,7243,complete
NC_030688,2016-08-01T00:00:00Z,Psittaciform 1 orthobornavirus,8915,complete
NC_030689,2016-08-01T00:00:00Z,Psittaciform 1 orthobornavirus,8901,complete
NC_030690,2016-08-01T00:00:00Z,Passeriform 1 orthobornavirus,8930,complete
NC_030691,2016-08-01T00:00:00Z,Waterbird 1 orthobornavirus,8904,complete
NC_030692,2016-08-01T00:00:00Z,Mammalian 1 orthobornavirus,8908,complete
NC_030693,2016-08-01T00:00:00Z,Grapevine Red Globe virus,6863,complete
NC_030694,2016-08-01T00:00:00Z,Gordonia phage Rosalind,52684,complete
NC_030695,2016-08-01T00:00:00Z,Gordonia phage KatherineG,52689,complete
NC_030696,2016-08-01T00:00:00Z,Gordonia virus Smoothie,93139,complete
NC_030697,2016-08-01T00:00:00Z,Picornavirales Bu-3,9808,complete
NC_030698,2016-08-01T00:00:00Z,Gordonia virus Soups,52924,complete
NC_030699,2016-08-01T00:00:00Z,Ramie mosaic Yunnan virus,2759,complete
NC_030701,2016-08-01T00:00:00Z,Mammalian 2 orthobornavirus,8798,complete
NC_030653,2016-07-25T00:00:00Z,Atypical porcine pestivirus,10908,complete
NC_030654,2016-07-25T00:00:00Z,Fusarium deltaflexivirus 1,8246,complete
NC_030655,2016-07-25T00:00:00Z,Rhizoctonia solani flexivirus 1,10644,complete
NC_030656,2016-07-25T00:00:00Z,Pteropox virus,133492,complete
NC_030658,2016-07-25T00:00:00Z,Pigeonpea sterility mosaic emaravirus 2,1833,complete
NC_030659,2016-07-25T00:00:00Z,Pigeonpea sterility mosaic emaravirus 2,1194,complete
NC_030660,2016-07-25T00:00:00Z,Pigeonpea sterility mosaic emaravirus 2,7009,complete
NC_030661,2016-07-25T00:00:00Z,Pigeonpea sterility mosaic emaravirus 2,1335,complete
NC_030662,2016-07-25T00:00:00Z,Pigeonpea sterility mosaic emaravirus 2,2229,complete
NC_030663,2016-07-25T00:00:00Z,Pigeonpea sterility mosaic emaravirus 2,1491,complete
NC_030657,2016-07-24T00:00:00Z,Yacon virus A,6400,complete
NC_030648,2016-07-19T00:00:00Z,Carrot mottle mimic virus satellite RNA,748,complete
NC_030649,2016-07-19T00:00:00Z,Carrot mottle virus satellite RNA,745,complete
NC_030650,2016-07-19T00:00:00Z,Gorilla anellovirus,2568,complete
NC_030651,2016-07-19T00:00:00Z,Nylanderia fulva virus 1,10913,complete
NC_030652,2016-07-19T00:00:00Z,Staphylococcus virus 80,42140,complete
NC_030458,2016-07-14T00:00:00Z,Chimpanzee faeces associated microphage 3,5016,complete
NC_030472,2016-07-14T00:00:00Z,Chimpanzee faeces associated microphage 1,4851,complete
NC_030452,2016-07-13T00:00:00Z,Pelargonium leaf curl virus,4789,complete
NC_030453,2016-07-13T00:00:00Z,Diaphorina citri flavi-like virus,27709,complete
NC_030479,2016-07-13T00:00:00Z,Pseudogymnoascus destructans partitivirus-pa,1524,complete
NC_030480,2016-07-13T00:00:00Z,Pseudogymnoascus destructans partitivirus-pa,1682,complete
NC_030451,2016-07-12T00:00:00Z,Diachasmimorpha longicaudata rhabdovirus,13434,complete
NC_030454,2016-07-12T00:00:00Z,Enterovirus A,7317,complete
NC_030455,2016-07-12T00:00:00Z,Circovirus-like genome DCCV-7,3021,complete
NC_030456,2016-07-12T00:00:00Z,Circovirus-like genome DHCV-5,1784,complete
NC_030457,2016-07-12T00:00:00Z,Circovirus-like genome DCCV-8,2651,complete
NC_030459,2016-07-12T00:00:00Z,Circovirus-like genome DCCV-9,1828,complete
NC_030460,2016-07-12T00:00:00Z,Circovirus-like genome DCCV-10,2320,complete
NC_030461,2016-07-12T00:00:00Z,Chimpanzee faeces associated circular DNA molecule 1,2356,complete
NC_030462,2016-07-12T00:00:00Z,Canna yellow mottle associated virus,6966,complete
NC_030463,2016-07-12T00:00:00Z,Circovirus-like genome DCCV-1,1051,complete
NC_030464,2016-07-12T00:00:00Z,Circovirus-like genome DCCV-11,3124,complete
NC_030465,2016-07-12T00:00:00Z,Circovirus-like genome DCCV-2,2187,complete
NC_030466,2016-07-12T00:00:00Z,Chimpanzee faeces associated circular DNA virus 1,3811,complete
NC_030467,2016-07-12T00:00:00Z,Circovirus-like genome DCCV-3,1864,complete
NC_030468,2016-07-12T00:00:00Z,Circovirus-like genome DCCV-12,2103,complete
NC_030469,2016-07-12T00:00:00Z,Circovirus-like genome DCCV-13,2433,complete
NC_030470,2016-07-12T00:00:00Z,Circovirus-like genome DCCV-4,2985,complete
NC_030471,2016-07-12T00:00:00Z,Circovirus-like genome DHCV-1,1173,complete
NC_030473,2016-07-12T00:00:00Z,Circovirus-like genome DCCV-5,2533,complete
NC_030474,2016-07-12T00:00:00Z,Circovirus-like genome DHCV-2,2854,complete
NC_030475,2016-07-12T00:00:00Z,Circovirus-like genome DHCV-6,2369,complete
NC_030476,2016-07-12T00:00:00Z,Chimpanzee faeces associated microphage 2,5184,complete
NC_030477,2016-07-12T00:00:00Z,Circovirus-like genome DHCV-3,2029,complete
NC_030478,2016-07-12T00:00:00Z,Circovirus-like genome DCCV-6,2522,complete
NC_030446,2016-07-04T00:00:00Z,Tibetan frog hepatitis B virus,3138,complete
NC_030447,2016-07-04T00:00:00Z,Gemycircularvirus HV-GcV1,2264,complete
NC_030448,2016-07-04T00:00:00Z,Human associated gemykibivirus 5,2262,complete
NC_030445,2016-07-02T00:00:00Z,Blue gill hepatitis B virus,3260,complete
NC_030449,2016-07-02T00:00:00Z,Circular ssDNA virus sp.,2951,complete
NC_030391,2016-06-30T00:00:00Z,Wild onion symptomless virus,9369,complete
NC_030392,2016-06-30T00:00:00Z,Sclerotinia nivalis victorivirus 1,5162,complete
NC_030393,2016-06-30T00:00:00Z,Cronartium ribicola mitovirus 1,2715,complete
NC_030394,2016-06-30T00:00:00Z,Short-finned eel ranavirus,126965,complete
NC_030395,2016-06-30T00:00:00Z,Cronartium ribicola mitovirus 2,2471,complete
NC_030396,2016-06-30T00:00:00Z,Cronartium ribicola mitovirus 3,2522,complete
NC_030397,2016-06-30T00:00:00Z,Cronartium ribicola mitovirus 4,2479,complete
NC_030398,2016-06-30T00:00:00Z,Maize-associated totivirus 2,4998,complete
NC_030399,2016-06-30T00:00:00Z,Cronartium ribicola mitovirus 5,2631,complete
NC_030400,2016-06-30T00:00:00Z,Nakiwogo virus,10122,complete
NC_030401,2016-06-30T00:00:00Z,Hanko virus,10158,complete
NC_030402,2016-06-30T00:00:00Z,Ungulate bocaparvovirus 6,5224,complete
NC_030403,2016-06-30T00:00:00Z,Telfairia golden mosaic virus,2742,complete
NC_030405,2016-06-30T00:00:00Z,Etheostoma fonticola aquareovirus,3947,complete
NC_030406,2016-06-30T00:00:00Z,Etheostoma fonticola aquareovirus,2057,complete
NC_030407,2016-06-30T00:00:00Z,Etheostoma fonticola aquareovirus,1400,complete
NC_030408,2016-06-30T00:00:00Z,Etheostoma fonticola aquareovirus,1317,complete
NC_030409,2016-06-30T00:00:00Z,Etheostoma fonticola aquareovirus,1118,complete
NC_030410,2016-06-30T00:00:00Z,Etheostoma fonticola aquareovirus,987,complete
NC_030411,2016-06-30T00:00:00Z,Etheostoma fonticola aquareovirus,783,complete
NC_030412,2016-06-30T00:00:00Z,Etheostoma fonticola aquareovirus,3866,complete
NC_030413,2016-06-30T00:00:00Z,Etheostoma fonticola aquareovirus,3687,complete
NC_030414,2016-06-30T00:00:00Z,Etheostoma fonticola aquareovirus,2554,complete
NC_030415,2016-06-30T00:00:00Z,Etheostoma fonticola aquareovirus,2242,complete
NC_030378,2016-06-20T00:00:00Z,Tospovirus kiwifruit/YXW/2014,8908,complete
NC_030379,2016-06-20T00:00:00Z,Tospovirus kiwifruit/YXW/2014,4772,complete
NC_030380,2016-06-20T00:00:00Z,Tospovirus kiwifruit/YXW/2014,2991,complete
NC_030308,2016-06-17T00:00:00Z,Phytomonas serpens narnavirus 1,3782,complete
NC_030309,2016-06-17T00:00:00Z,Momordica yellow mosaic betasatellite,1367,complete
NC_030310,2016-06-17T00:00:00Z,Cotton yellow mosaic virus,2766,complete
NC_030311,2016-06-17T00:00:00Z,Cotton yellow mosaic virus,2716,complete
NC_030289,2016-06-10T00:00:00Z,Edge Hill virus,10206,complete
NC_030290,2016-06-10T00:00:00Z,Culiseta flavivirus,10864,complete
NC_030291,2016-06-10T00:00:00Z,Pegivirus B,9630,complete
NC_030292,2016-06-10T00:00:00Z,Ferret coronavirus,28434,complete
NC_030293,2016-06-10T00:00:00Z,Pecan mosaic-associated virus,9310,complete
NC_030294,2016-06-10T00:00:00Z,Negev virus,9537,complete
NC_030295,2016-06-10T00:00:00Z,Golden shiner totivirus,7788,complete
NC_030296,2016-06-10T00:00:00Z,Diaphorina citri densovirus,5071,complete
NC_030297,2016-06-10T00:00:00Z,Torque teno mini virus 18,2803,complete
NC_030224,2016-05-31T00:00:00Z,Nigrospora oryzae victorivirus 1,5100,complete
NC_030225,2016-05-31T00:00:00Z,Pepo aphid-borne yellows virus,5813,complete
NC_030226,2016-05-31T00:00:00Z,Parthenium leaf curl alphasatellite,1386,complete
NC_030227,2016-05-31T00:00:00Z,Wuhan centipede virus,23676,complete
NC_030228,2016-05-31T00:00:00Z,Xinzhou spider virus 3,20433,complete
NC_030229,2016-05-31T00:00:00Z,Tropical soda apple mosaic virus,6350,complete
NC_030230,2016-05-31T00:00:00Z,Tokyovirus A1,372707,complete
NC_030231,2016-05-31T00:00:00Z,Avian orthoavulavirus 13,16146,complete
NC_030232,2016-05-31T00:00:00Z,Antarctic picorna-like virus 1,8531,complete
NC_030233,2016-05-31T00:00:00Z,Antarctic picorna-like virus 2,9357,complete
NC_030234,2016-05-31T00:00:00Z,Antarctic picorna-like virus 3,8644,complete
NC_030235,2016-05-31T00:00:00Z,Antarctic picorna-like virus 4,9168,complete
NC_030236,2016-05-31T00:00:00Z,Impatiens flower break virus,9622,complete
NC_030238,2016-05-31T00:00:00Z,Euphorbia caput-medusae latent virus,2683,complete
NC_030240,2016-05-31T00:00:00Z,Catopsilia pomona nucleopolyhedrovirus,128058,complete
NC_030242,2016-05-31T00:00:00Z,Victorian trout aquabirnavirus,2972,complete
NC_030243,2016-05-31T00:00:00Z,Sinapis alba cryptic virus 1,1584,complete
NC_030244,2016-05-31T00:00:00Z,Victorian trout aquabirnavirus,2611,complete
NC_030245,2016-05-31T00:00:00Z,Sinapis alba cryptic virus 1,1536,complete
NC_030199,2016-05-23T00:00:00Z,Avian-like circovirus,1939,complete
